"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"1101","台泥","112/08/31","09:00","台北君悅大飯店","公司簡介、所屬產業概況、營運成果及未來展望說明","110120230830M001.pdf","110120230830E001.pdf","https://www.taiwancement.com/en/ir_investor-meetings.html",中文影音檔網址:1101_67_20230831_ch.mp4 英文影音檔網址:1101_67_20230831_en.mp4 ,"無","查詢"
"1101","台泥","112/09/19 至 112/09/20","13:30","線上法說會","公司簡介、所屬產業概況、營運成果及未來展望說明","110120230921M001.pdf","110120230921E001.pdf","https://www.taiwancement.com/en/ir_investor-meetings.html",法說會影音連結資訊:https://media.taiwancement.com/investors/2023/2023_Q3_NDR.mp4 ,"無","查詢"
"1101","台泥","112/11/29","14:30","實體(採實名報名制)及線上法說會，實體法說會地點:台北市中山北路2段113號3樓士敏廳。","公司簡介、所屬產業概況、營運成果及未來展望說明。","110120231129M002.pdf","110120231129E002.pdf","https://www.taiwancement.com/tw/ir_investor-meetings.html",法說會影音連結資訊:https://media.taiwancement.com/investors/2023/2023_Q3.mp4 ,"實體及線上法說會報名網址：https://www.taiwancement.com/tw/investorsSignUp.html","查詢"
"1102","亞泥","112/08/16","14:00","線上法說會","本公司受邀參加KGI舉辦2023年第二季營運概況線上法說會","110220230814M002.pdf","110220230814E002.pdf","https://www.acc.com.tw/",中文影音檔網址:1102_99_20230816_ch.mp4 ,"無","查詢"
"1102","亞泥","112/11/16","14:00","線上法說會","本公司受邀參加KGI舉辦2023年第三季營運概況線上法說會","110220231113M001.pdf","110220231113E001.pdf","https://www.acc.com.tw/",中文影音檔網址:1102_100_20231116_ch.mp4 ,"無","查詢"
"1102","亞泥","112/03/17","14:00","線上法人說明會","本公司受邀參加凱基證券舉辦2022年第四季營運概況線上法說會","110220230317M001.pdf","110220230317E001.pdf","https://www.acc.com.tw/",中文影音檔網址:1102_97_20230317_ch.mp4 ,"無","查詢"
"1102","亞泥","112/05/16","14:00","線上法說會","本公司受邀參加KGI舉辦2023年第一季營運概況線上法說會","110220230512M001.pdf","110220230512E001.pdf","https://www.acc.com.tw/",中文影音檔網址:1102_98_20230516_ch.mp4 ,"無","查詢"
"1103","嘉泥","112/08/31","14:00","線上法說會","112年第二季公司營運狀況","110320230831M001.pdf","110320230831E001.pdf","https://www.chcgroup.com.tw/%e6%af%8f%e5%ad%a3%e7%87%9f%e9%81%8b-2023/",法說會影音連結資訊:https://www.youtube.com/watch?v=DfVavl92oDY ,"線上法說會報名網址：https://forms.gle/bodQLJkFKZQsPVqD9","查詢"
"1103","嘉泥","112/12/21","14:30","臺灣證券交易所1樓資訊展示中心(台北市信義區信義路五段7號1樓)","112年第三季公司營運狀況","110320231221M001.pdf","110320231221E001.pdf","https://www.chcgroup.com.tw/%e6%af%8f%e5%ad%a3%e7%87%9f%e9%81%8b-2023/",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/5DD104CD32DA-3F7D2AE8-9FD2-11EE-9EF6/?categoryId=101 ,"14:00報到","查詢"
"1103","嘉泥","112/06/14","13:30","茹曦酒店(地址:台北市松山區敦化北路100號)","112年第一季公司營運狀況","110320230614M001.pdf","110320230614E001.pdf","https://www.chcgroup.com.tw/%e6%af%8f%e5%ad%a3%e7%87%9f%e9%81%8b-2023/",法說會影音連結資訊:https://www.youtube.com/watch?v=s9dlQZ8S76Y ,"無","查詢"
