"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"1101","台泥","115/03/23","14:00","富邦金融大樓(台北巿大安區仁愛路四段169號15樓)","本公司受邀參加富邦證券舉辦之法人座談會，會中說明本公司營運簡介、ESG、公司未來展望","110120260323M001.pdf","110120260323E001.pdf","https://www.taiwancement.com/tw/ir_investor-meetings.html",法說會影音連結資訊:https://media.taiwancement.com/investors/2026/20260323.mp3 ,"無","查詢"
"1102","亞泥","115/05/18","14:00","線上法說會","亞洲水泥舉辦2026年第一季線上法說會","110220260518M001.pdf","110220260518E001.pdf","https://www.acc.com.tw/",中文影音檔網址:1102_111_20260518_ch.mp4 ,"請於特定日期前完成線上報名，報名網址：https://pse.is/8yx3zd","查詢"
"1102","亞泥","115/03/16","14:00","線上法說會","亞洲水泥舉辦2025年第四季線上法說會","110220260316M001.pdf","110220260316E001.pdf","https://www.acc.com.tw/",中文影音檔網址:1102_110_20260316_ch.mp4 ,"請於特定日期前完成線上報名，報名網址：https://pse.is/8s8raj","查詢"
"1103","嘉泥","115/03/31","14:00","線上法說會","114年第四季公司營運狀況","110320260331M001.pdf","110320260331E001.pdf","https://www.chcgroup.com.tw/%e6%af%8f%e5%ad%a3%e7%87%9f%e9%81%8b-2025/",法說會影音連結資訊:https://youtu.be/bzwnDT6zhOQ ,"線上法說會報名網址：https://forms.gle/XJCgvXpL2j7fnsF37","查詢"
"1104","環泥","115/05/22","14:00","台北市松山區東興路8號13樓(統一綜合證券1302會議室)","本公司受統一綜合證券邀請，參加法人說明會。","110420260522M001.pdf","110420260522E001.pdf","http://www.ucctw.com/m/412-1518-9960.php?Lang=zh-tw",中文影音檔網址:1104_22_20260522_ch.mp4 ,"無","查詢"
"1210","大成","115/04/14","14:30","證交所(101大樓1樓資訊展示中心)","114Q4財報說明。","121020260414M001.pdf","121020260414E001.pdf","https://www.dachan.com/conference",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/599D6A368B86-1008A694-37D5-11F1-AE54/?categoryId=101 ,"無","查詢"
"1210","大成","115/05/26","14:00","線上法說會","115Q1財報說明。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.dachan.com/conference","","無","查詢"
"1215","卜蜂","115/03/23","14:00","證券交易所一樓資訊展示中心(台北市信義區信義路五段7號)","簡報營運狀況","121520260323M001.pptx","121520260323E001.pptx","https://www.cptwn.com.tw/ec99/rwd1453/category.asp?category_id=21",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/0BC2B5556544-DEDDC6FB-2688-11F1-9D52/?categoryId=101 ,"無","查詢"
"1216","統一","115/03/13","14:00","香港","本公司與統一中控舉行聯合法說會，報告114年全年度之營運與財務概況。","121620260312M001.pdf","121620260312E001.pdf","https://www.uni-president.com.tw/invest/index.html","","無。","查詢"
"1229","聯華","115/03/31","15:30","線上法人說明會","本公司受邀參加康和證券線上法人說明會，會中就本公司已公開發佈之財務數字及經營績效等相關資訊做說明","122920260331M001.pdf","122920260331E001.pdf","https://www.lhicholdings.com/investors/3news/Investor-Conference-2/",中文影音檔網址:1229_17_20260331_ch.mp4 ,"無","查詢"
"1232","大統益","115/03/20","14:00","線上法說會","本公司受邀參加統一證券舉辦之線上法說會， 說明公司營運概況。","123220260320M001.pdf","123220260320E001.pdf","https://www.ttet.com.tw",中文影音檔網址:1232_11_20260320_ch.mp4 ,"無","查詢"
"1256","鮮活果汁-KY","115/05/26","14:30","兆豐證券13樓會議室（台北市忠孝東路二段95號13樓）","受邀參加兆豐證券法人說明會，說明本公司營運概況。","內容檔案於當日會後公告於公開資訊觀測站","內容檔案於當日會後公告於公開資訊觀測站","https://www.sunjuice.com/",法說會影音連結資訊:未輸 ,"無","查詢"
"1301","台塑","115/03/13","14:00","台北市中山北路二段39巷3號4樓(晶華國際酒店)","本公司受邀參加華南永昌證券法人說明會，說明本公司營運概況。","130120260312M001.pdf","130120260312E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22","","無","查詢"
"1303","南亞","115/03/13","11:00","台北艾麗酒店","本公司受邀參加中國信託證券舉辦之法人說明會，說明本公司之營運概況","130320260312M001.pdf","130320260312E001.pdf","http://www.npc.com.tw",法說會影音連結資訊:https://www.npc.com.tw/j2npc/zhtw/investor/Earnings%20Conference ,"無","查詢"
"1303","南亞","115/03/03","10:50","台北晶華酒店","本公司受邀參加元大證券舉辦之法人說明會，說明本公司之營運概況","130320260302M002.pdf","130320260302E002.pdf","http://www.npc.com.tw","","無","查詢"
"1303","南亞","115/05/26","15:15","台北晶華酒店","本公司受邀參加台新證券舉辦之法人說明會，說明本公司之營運概況。","130320260525M001.pdf","130320260525E001.pdf","http://www.npc.com.tw","","無","查詢"
"1304","台聚","115/03/20","14:00","實體暨線上法說會：台北市民生東路三段156號15F會議室","本公司受邀參加群益金鼎證券舉辦之法人說明會：
(1)114年第4季主要產品市場回顧及展望
(2)114年第4季公司財務資訊","130420260320M001.pdf","130420260320E001.pdf","https://www.usife.com.tw/zh-tw/dirInvestor/frmInvestor7",中文影音檔網址:1304_27_20260320_ch.mp4 ,"報名連結:https://www.surveycake.com/s/WQzeD 活動信箱:capitaldiid@capital.com.tw","查詢"
