"公司代號","公司名稱","召開法人說明會日期","召開法人說明會時間","召開法人說明會地點","法人說明會擇要訊息","法人說明會簡報內容-中文","法人說明會簡報內容-英文","公司網站是否有提供法人說明會相關資訊","影音連結資訊","其他應敘明事項","歷年法人說明會"
"1102","亞泥","110/05/21","09:00","台北寒舍艾美酒店","本公司受邀參加康和證券舉辦2H21趨勢論壇說明本公司營運現況與展望","110220210527M001.pdf","110220210527E001.pdf","https://www.acc.com.tw/","","無","查詢"
"1102","亞泥","110/06/22 至 110/06/23","09:00","線上法說會","本公司受邀參加UBS舉辦之Taiwan Virtual Conference 2021說明本公司營運現況與展望","110220210610M001.pdf","110220210610E001.pdf","https://www.acc.com.tw/","","無","查詢"
"1102","亞泥","110/06/02","09:00","線上法說會","本公司受邀參加花旗證券舉辦Pan-Asia Regional Investor Conference 2021說明本公司營運現況與展望","110220210527M002.pdf","110220210527E002.pdf","https://www.acc.com.tw/","","無","查詢"
"1102","亞泥","110/08/13","16:00","線上法人說明會","本公司受邀參加KGI舉辦2021年第二季營運概況線上法說會","110220210812M001.pdf","110220210812E001.pdf","https://www.acc.com.tw/","","無","查詢"
"1102","亞泥","110/09/02","09:00","線上法說會","本公司受邀參加HSBC舉辦Taiwan Executive Forum說明本公司營運現況與展望","110220210812M002.pdf","110220210812E002.pdf","https://www.acc.com.tw/","","無","查詢"
"1102","亞泥","110/09/09","14:30","線上法說會","本公司受邀參加國泰證券舉辦第三季產業論壇說明本公司營運現況與展望","110220210812M003.pdf","110220210812E003.pdf","https://www.acc.com.tw/","","無","查詢"
"1102","亞泥","110/10/13","14:00","線上法說會","本公司受國泰證、中信證、永豐金、華南永昌等邀請參加投資人會議，說明本公司營運展望及現況","110220211005M002.pdf","110220211005E002.pdf","https://www.acc.com.tw/","","無","查詢"
"1102","亞泥","110/03/26","14:00","線上法人說明會","本公司受邀參加HSBC舉辦2020年第四季營運概況線上法說會","110220210325M001.pdf","110220210325E001.pdf","https://www.acc.com.tw/","","無","查詢"
"1102","亞泥","110/03/31","16:00","線上法人說明會","本公司受邀參加KGI舉辦2020年第四季營運概況線上法說會","110220210331M001.pdf","110220210331E001.pdf","https://www.acc.com.tw/","","無","查詢"
"1102","亞泥","110/11/12","16:00","線上法人說明會","本公司受邀參加KGI舉辦2021年第三季營運概況線上法說會","110220211109M001.pdf","110220211109E001.pdf","https://www.acc.com.tw/","","無","查詢"
"1103","嘉泥","110/06/24","14:30","線上法說會","110年第一季公司營運概況","110320210624M001.pdf","110320210624E001.pdf","http://www.chcgroup.com.tw/index.php?route=static/static/coptinfmtrpt",法說會影音連結資訊:https://youtu.be/EMo9G8PaXYI ,"線上法說會參加網址：https://zoom.us/j/98287799880","查詢"
"1103","嘉泥","110/03/30","14:00","台北市明水路700號(凱基總部大樓一樓1F投顧會議室)","本公司受邀參加凱基證券舉辦之法人座談會","110320210330M001.pdf","110320210330E001.pdf","http://www.chcgroup.com.tw/index.php?route=static/static/coptinfmtrpt","","聯絡窗口：凱基證券法人部  倪鶴華；專線：886-2-2181-8014","查詢"
"1103","嘉泥","110/09/29","14:00","線上法說會","110年第二季公司營運概況","110320210929M001.pdf","110320210929E001.pdf","http://www.chcgroup.com.tw/index.php?route=static/static/coptinfmtrpt",法說會影音連結資訊:https://www.youtube.com/watch?v=m2OQXfDaG5c ,"線上法說會報名網址：https://forms.gle/Ri57FZ3RguRE8uSG9","查詢"
"1103","嘉泥","110/12/29","14:30","線上法說會","110年第三季公司營運狀況","110320211229M001.pdf","110320211229E001.pdf","http://www.chcgroup.com.tw/index.php?route=static/static/coptinfmtrpt",法說會影音連結資訊:https://youtu.be/uGynyG5TuhE ,"線上法說會報名網址：https://forms.gle/YPf27CEFUdLBRTu28","查詢"
"1104","環泥","110/04/19","15:00","台北市復興北路99號15樓(&#29319;亞會議中心)","本公司受邀參加元大證券舉辦之「2021元大四月投資展望說明會」","110420210419M001.pdf","110420210419E001.pdf","http://www.ucctw.com/","","無","查詢"
"1104","環泥","110/11/16","14:00","台北市松山區東興路8號B2(統一證券大樓)","本公司受邀參加統一證券舉辦之法人說明會","110420211115M001.pdf","110420211115E001.pdf","","","無","查詢"
"1108","幸福","110/11/11","16:00","101大樓一樓資訊展示中心 (台北市信義路5段7號)","公司簡介與營運概況","110820211111M001.pdf","110820211111E001.pdf","http://www.luckygrp.com.tw",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/370BE00FFE36-EC2F5FC9-42C9-11EC-831C/?categoryId=101 ,"15:30報到，16:00法說會開始。","查詢"
"1109","信大","110/09/13","14:00","臺灣證券交易所一樓資訊展示中心(台北市信義區信義路五段7號1樓)","公司簡介、營業概況、財務分析、未來展望。","110920210913M001.pdf","110920210913E001.pdf","http://www.hsingta.com.tw",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/FD73B9E74465-6B113401-1463-11EC-A66D/?categoryId=101 ,"無。","查詢"
"1110","東泥","110/10/19","14:00","線上法說會","本公司受邀參加元大證券舉辦之線上法說會，報告本公司營運狀況。","111020211018M001.pptx","111020211018E001.pptx","http://www.southeastcement.com.tw/index.php?q=conference","","無","查詢"
"1201","味全","110/11/23","16:00","線上產業座談會","本公司受邀參加元大證券舉辦之線上產業座談會","120120211123M001.pdf","120120211123E001.pdf","http://www.weichuan.com.tw/","","無","查詢"
"1203","味王","110/10/05","14:30","臺灣證券交易所1樓資訊展示中心(台北市信義路五段7號)","公司概況、營運報告及財務報告","120320211004M001.ppt","120320211004E001.ppt","http://www.vewong.com/ec99/ushop20069/profile-11.asp",法說會影音連結資訊:https://webpro.twse.com.tw/WebPortal/vod/101/F51CA44B84B9-F5A7375F-25A9-11EC-BA46/?categoryId=101 ,"報到時間為14點至14點30分","查詢"
"1210","大成","110/12/21","14:00","臺灣證券交易所1樓資訊展示中心(台北市信義路五段7號)","公司簡介與營運狀況說明。","121020211221M003.pdf","121020211221E003.pdf","https://www.dachan.com/conference",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/A7522E96D49F-8E103923-6231-11EC-B369/?categoryId=101 ,"14:00開始報到，14:30正式開始","查詢"
"1210","大成","110/09/30","14:00","會議主題: 1210 大成 線上法人說明會（元富）","公司簡介與營運狀況說明。","121020210930M001.pdf","121020210930E001.pdf","https://www.dachan.com/conference","","無","查詢"
"1213","大飲","110/11/24","15:00","國軍英雄館薔薇聽(台北市長沙街一段二十號二
樓)","公司簡介及營運狀況報告","121320211124M001.pdf","121320211124E001.pdf","http://applesidra.com.tw/",法說會影音連結資訊:https://www.youtube.com/watch?v=oKMntsyEdnc ,"中、英文簡報內容檔案於當日會後公告於公開","查詢"
"1215","卜蜂","110/11/30","14:00","證交所101辦公大樓一樓資訊展示中心(台北市信義路五段7號)","簡報營運狀況","121520211130M001.ppt","121520211130E001.ppt","http://www.cptwn.com.tw/cpwebsite/CPPage.aspx?page=04",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/1BA00471D40D-BCE42720-51B2-11EC-BECC/?categoryId=101 ,"無","查詢"
"1216","統一","110/04/08","08:30","線上法說會","本公司應麥格里證券之邀於110/04/08參加線上法說會，報告本公司109全年度之營運與財務概況。","121620210407M001.pdf","121620210407E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1216","統一","110/05/14","08:30","線上法說會","本公司應摩根大通證券之邀於110/05/14參加線上法說會，報告本公司110年第一季度之營運與財務概況。","121620210513M001.pdf","121620210513E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1216","統一","110/09/06 至 110/09/07","08:00","線上法說會","本公司應摩根大通證券之邀於110/09/06-07參加線上法說會，報告本公司110年上半年度之營運與財務概況。","121620210903M001.pdf","121620210903E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1216","統一","110/03/25","14:30","線上法說會","1.本公司預計與統一中控及統一實業在110/03/25日舉行線上聯合法說會，報告本公司截至109全年度之營運與財務概況。
2.以下二種方式參加會議: (1).網路直播連結:http://www.zucast.com/webcast/pRdomuoZ。(2).電話會議:電話號碼:+886-2-2192-8017，與會密碼:460209#。若您欲參與提問請用電話會議方式參加，網路直播僅提供收聽及觀看功能，無法參與提問。","121620210325M002.pdf","121620210325E002.pdf","https://www.uni-president.com.tw/invest/index.html",同步收看網址：:http://www.zucast.com/webcast/pRdomuoZ 法說會影音連結資訊:http://www.zucast.com/webcast/pRdomuoZ ,"會議簡報將於當日法說會後揭露及上傳於「公開資訊觀測站」。","查詢"
"1216","統一","110/06/21 至 110/06/22","08:00","線上法說會","本公司應瑞銀證券之邀於110/06/21-22參加線上法說會，報告本公司110年第一季度之營運與財務概況。","121620210618M001.pdf","121620210618E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1216","統一","110/11/16","08:00","線上法說會","本公司應元大證券之邀於110/11/16參加線上法說會，報告本公司110年前三季度之營運與財務概況。","121620211115M001.pdf","121620211115E001.pdf","https://www.uni-president.com.tw/invest/index.html","","會議簡報依規定揭露於「公開資訊觀測站」。","查詢"
"1217","愛之味","110/08/27","14:00","台北市敦化南路二段97號16樓第一會議室","公司簡介與營運狀況說明","121720210826M001.pdf","121720210826E001.pdf","https://www.agv.com.tw/%e5%b9%b4%e5%ba%a6%e8%a1%8c%e4%ba%8b%e6%9b%86/",法說會影音連結資訊:https://www.youtube.com/watch?v=_SwcRg1MHD0 ,"無","查詢"
"1218","泰山","110/04/19","14:00","台北市松山區復興北路99號15樓(牛牛牛亞會議中心)","本公司受邀參加元大證券舉辦之投資展望說明會","121820210419M001.pdf","121820210419E001.pdf","http://www.taisun.com.tw/investor/legal-person-info/","","新冠肺炎疫情因素，與會者請全程配戴口罩。","查詢"
"1219","福壽","110/09/03","14:00","台灣證券交易所1F資訊展示中心(台北市信義區信義路五段7號1樓)","公司營運、財務績效說明及未來展望","121920210831M001.pdf","121920210831E001.pdf","http://www.fwusow.com.tw/",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/8D6F2E542450-9EA16BB0-0C87-11EC-8349/?categoryId=101 ,"無","查詢"
"1220","台榮","110/10/20","14:30","證券交易所101辦公大樓一樓資訊展示中心(台北市信義路五段7號)","簡報營運概況(14:00報到 14:30開始說明會)","122020211019M001.pptx","122020211019E001.pptx","",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/F1CAE7C3F94A-3D8FFFB8-3173-11EC-AE2B/?categoryId=101 ,"無","查詢"
"1225","福懋油","110/11/26","14:00","線上法說會","擬於110年11月26日14：00舉行線上法人說明會，報告本公司110年第三季業績成果，欲參加可透過網路連接下列網址參加線上法人說明會http://www.zucast.com/webcast/HT5oFPWk","122520211124M001.pptx","122520211124E001.pptx","http://www.fopco.com.tw",中文影音檔網址:1225_5_20211126_ch.mp4 ,"無","查詢"
"1227","佳格","110/11/23","14:30","台北市內湖區瑞光路610號12樓","本公司受邀參加統一綜合證券舉辦之法人說明會，會中就本公司已公開發布之營運及財務業務狀況做說明。","122720211123M001.pdf","122720211123E001.pdf","https://www.sfworldwide.com/investors-financial-%E6%B3%95%E8%AA%AA%E6%9C%83%E5%A0%B1%E5%91%8A.html","","無","查詢"
"1229","聯華","110/06/09","15:40","線上法說會","本公司受邀參加永豐金證券2021Q2線上論壇，說明本公司110年第1季營運概況。","122920210609M001.pdf","122920210609E001.pdf","https://www.lhicholdings.com/investors/3news/Investor-Conference/","","無","查詢"
"1229","聯華","110/11/25","15:20","線上法說會","本公司受邀參加群益金鼎證券線上投資論壇，說明本公司110年第3季營運概況。","122920211125M002.pdf","122920211125E002.pdf","https://www.lhicholdings.com/investors/3news/Investor-Conference/","","無","查詢"
"1231","聯華食","110/12/23","14:00","線上法說會","公司簡介及營運概況說明","123120211223M001.pdf","123120211223E001.pdf","https://www.lianhwa.com.tw/column_list.php?content_category_sn=180",同步收看網址：:http://www.zucast.com/webcast/trGQ9TeK 法說會影音連結資訊:http://www.zucast.com/webcast/trGQ9TeK ,"無","查詢"
"1232","大統益","110/09/29","14:00","線上法說會","本公司受邀參加統一證券舉辦之線上法說會，說明公司營運概況。","123220210929M001.pdf","123220210929E001.pdf","https://www.ttet.com.tw","","無","查詢"
"1233","天仁","110/12/10","15:00","線上法人說明會","2021年度天仁茶業線上法人說明會","123320211202M001.pdf","123320211202E001.pdf","https://www.tenren.com.tw/Content/Downloads/List.aspx?SiteID=10&amp;MmmID=654061447454403423",同步收看網址：:http://www.zucast.com/webcast/RSu4tJu4 法說會影音連結資訊:http://mzcan-pdf2mp4.s3.amazonaws.com/output/RSu4tJu4/RSu4tJu4.mp4 ,"公司網站所提供法人說明會相關內容，將於法人說明會後上傳至本公司網站","查詢"
"1234","黑松","110/12/15","14:00","臺灣證券交易所一樓資訊展示中心(台北市信義區信義路五段7號1樓)","公司簡介及營運報告","123420211215M001.pdf","123420211215E001.pdf","https://www.heysong.com.tw/investor/stockconference/",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/4BD2D13C59D8-B673978E-5D78-11EC-AC2A/?categoryId=101 ,"因應防疫措施，與會者須全程配戴口罩並遵守入場防疫規範。","查詢"
"1235","興泰","110/12/24","15:00","本公司二樓會議室(高雄市仁武區高楠公路10號)","2021年前三季營運概況說明","123520211223M001.pdf","123520211223E001.pdf","http://www.goldenbrand.com.tw/legal.php",法說會影音連結資訊:http://www.goldenbrand.com.tw/legal.php ,"無","查詢"
"1236","宏亞","110/12/22","14:30","台北市忠孝西路一段6號7樓 B會議室
福邦證券總公司","110年第三季經營結果及經營模式說明","123620211222M001.pdf","123620211222E001.pdf","https://www.hunya.com.tw/ir/news/Conference","","無","查詢"
"1256","鮮活果汁-KY","110/11/15","15:00","線上法人說明會","受邀參加兆豐證券線上法人說明會，說明本公司營運概況。","125620211114M001.pdf","125620211114E001.pdf","http://www.myfreshjuice.com/","","無","查詢"
"1301","台塑","110/05/20","14:00","線上法說會","本公司受邀參加富邦證券線上法說會，說明本公司2021年第1季營運概況。","130120210519M001.pdf","130120210519E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22","","無","查詢"
"1301","台塑","110/09/15","14:00","線上法說會","本公司受邀參加國票證券所舉辦之線上投資論壇，說明營運概況。","130120210914M001.pdf","130120210914E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22","","無","查詢"
"1301","台塑","110/03/09","12:30","台北市松山區民生東路4段54號4樓","本公司受邀參加華南永昌證券法人說明會，說明本公司經營概況","130120201127M001.pdf","130120201127E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22","","無","查詢"
"1301","台塑","110/12/07","14:00","線上法說會","本公司受邀參加凱基證券所舉辦之線上投資論壇","130120211206M001.pdf","130120211206E001.pdf","http://www.fpc.com.tw/fpcw/index.php?op=res&amp;id=13&amp;c=22","","無","查詢"
"1303","南亞","110/09/15","11:00","電話會議","本公司受邀參加台新證券舉辦之台新2021年9月台股企業日，說明本公司之營運概況","130320210914M001.pdf","130320210914E001.pdf","https://www.npc.com.tw","","無","查詢"
"1303","南亞","110/05/18","11:15","電話會議","本公司受邀參加台新證券舉辦之台新證券2021年第二季投資論壇，說明本公司之營運概況","130320210517M002.pdf","130320210517E002.pdf","http://www.npc.com.tw","","無","查詢"
"1303","南亞","110/03/10","15:45","臺北文創","本公司受邀參加元富證券舉辦之2021年第一季台股企業日，說明本公司之營運概況","130320210309M002.pdf","130320210309E002.pdf","https://www.npc.com.tw","","無","查詢"
"1303","南亞","110/06/08","15:20","電話會議","本公司受邀參加群益金鼎證券第二季投資論壇，說明本公司之營運概況","130320210604M001.pdf","130320210604E001.pdf","https://www.npc.com.tw","","無","查詢"
"1303","南亞","110/11/26","10:50","國票金控大樓","本公司受邀參加國票證券舉辦之2021國票證券投資論壇，說明本公司之營運概況","130320211110M001.pdf","130320211110E001.pdf","http://www.npc.com.tw","","無","查詢"
"1303","南亞","110/11/11","15:45","電話會議","本公司受邀參加元富證券舉辦之2021年11月台股企業日，說明本公司之營運概況","130320211110M001.pdf","130320211110E001.pdf","http://www.npc.com.tw","","無","查詢"
"1304","台聚","110/05/24","14:30","電話會議","(1)公司簡介與主要產品市場回顧及展望(2)公司財務資訊","130420210524M001.pdf","130420210524E001.pdf","https://www.usife.com.tw/zh-tw/dirInvestor/frmInvestor7.aspx",中文影音檔網址:1304_7_20210524_ch.mp4 ,"本次法說會採預約制，報名請洽本公司發言人吳銘宗協理。Tel No:(02)2650-3238。","查詢"
"1304","台聚","110/11/24","16:00","台北市信義區信義路五段7號1樓 (臺灣證券交易所資訊展示中心)","(1)公司簡介與主要產品市場回顧及展望(2)公司財務資訊","130420211124M001.pdf","130420211124E001.pdf","https://www.usife.com.tw/zh-tw/dirInvestor/frmInvestor7.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/1BA00471D40D-B8B88EE0-4D09-11EC-BECC/?categoryId=101 ,"因新冠疫情,請以證交所影音雲直播頻道收看;仍欲出席者請先洽發言人訂位02-26503238。","查詢"
"1305","華夏","110/08/18","14:30","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)2021年H1回顧及H2展望 (2)公司2021年H1財務資訊","130520210818M001.pdf","130520210818E001.pdf","https://www.cgpc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/35F88F025624-946D90FD-FFF9-11EB-AEC8/?categoryId=101 ,"因新冠疫情,請以證交所影音雲直播頻道收看;仍欲出席者請先洽發言人訂位02-26503708","查詢"
"1305","華夏","110/05/17","14:30","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)2021年Q1回顧及Q2展望 (2)公司2021年Q1財務資訊","130520210517M001.pdf","130520210517E001.pdf","https://www.cgpc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/WebPortal/ 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/99A2C7B33A7C-61DFD5B1-B6E4-11EB-916C/?categoryId=101 ,"因新冠疫情嚴峻，本次法說現場不邀請法人出席，請利用證交所影音雲直播頻道同步收看。","查詢"
"1305","華夏","110/03/22","14:30","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)2020年回顧及2021年Q1展望 (2)公司2020年財務資訊","130520210322M001.pdf","130520210322E001.pdf","https://www.cgpc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/974C6B80F383-5E846D00-8AE6-11EB-A09F/?categoryId=101 ,"因新冠疫情,請以證交所影音雲直播頻道收看;仍欲出席者請先洽發言人訂位02-26503708","查詢"
"1305","華夏","110/11/26","14:30","台北市信義區信義路五段7號1樓(臺灣證券交易所資訊展示中心)","(1)2021年Q3回顧及Q4展望 (2)公司2021年Q3財務資訊","130520211126M001.pdf","130520211126E001.pdf","https://www.cgpc.com.tw/zh-tw/dirServices/frmServices8.aspx",同步收看網址：:https://webpro.twse.com.tw/webportal/?liveChannelId=1 法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/1BA00471D40D-F2F43AC4-4E8D-11EC-BECC/?categoryId=101 ,"出席人員仍須遵守中央疫情指揮中心之防疫規定。","查詢"
"1307","三芳","110/09/29","14:00","webex視訊會議","本公司受邀參加中信證券法人說明會,說明本公司之營運概況。","130720250117M006.pdf","130720250117E006.pdf","https://www.sanfang.com","","內容檔案於當日會後公告於公開資訊觀測站","查詢"
"1308","亞聚","110/05/18","14:30","電話會議","1.公司概況、營運回顧與展望 2.財務資訊","130820210518M001.pdf","130820210518E001.pdf","https://www.apc.com.tw/zh-tw/dirServices/frmServices8.aspx",中文影音檔網址:1308_5_20210518_ch.mp4 ,"本次法說會採預約制，報名請洽本公司發言人黃克名經理。Tel:(02)8751-6888#6232。","查詢"
"1309","台達化","110/05/18","16:00","電話會議","本公司受邀參加群益金鼎證券線上法說會，法說會內容: 1.公司簡介 2.2020年回顧 3.2021年展望 4.公司財務資訊","130920210518M001.pdf","130920210518E001.pdf","https://www.ttc.com.tw/zh-tw/dirServices/frmServices8.aspx",中文影音檔網址:1309_5_20210518_ch.mp4 ,"本次法說會採預約制，報名請洽本公司發言人顏太明執行副總經理。Tel:(02)2650-3278。","查詢"
"1310","台苯","110/09/16","14:30","台北市南京東路二段85號7樓","本公司受邀參加日盛證券舉辦之法人說明會，介紹本公司及營運狀況說明。","131020210916M001.pdf","131020210916E001.pdf","https://www.smct.com.tw","","無","查詢"
"1312","國喬","110/11/24","14:00","採視訊方式進行","所屬產業概況及營運成果","131220211123M001.pptx","131220211123E001.pptx","www.gppc.com.tw","","無","查詢"
"1313","聯成","110/11/24","14:30","台北市南港區南港路一段209號B棟1樓國際會議廳","本公司受邀參加凱基證券舉辦之法人說明會，主要內容為公司營運說明。","131320211124M001.pdf","131320211124E001.pdf","https://www.upc.com.tw","","無","查詢"
"1314","中石化","110/09/03","16:00","臺灣證券交易所1樓資訊展示中心 (台北市信義路5段7號1樓)","說明本公司財務暨營運概況","131420210903M001.pdf","131420210903E001.pdf","https://www.cpdc.com.tw/tw/ir_conference",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/8D6F2E542450-4AC38572-0C99-11EC-8349/?categoryId=101 ,"因110年9月2日公告之法人說明會召開日期之年度誤植為『109』，公告進行更正為『110』","查詢"
"1315","達新","110/12/22","15:00","第一金證券7樓會議室(台北市中山區長安東路一段22號7樓)","本公司受邀參加第一金證券舉辦之法人說明會，報告本公司近期財務暨營運概況。","131520211203M001.pdf","131520211203E001.pdf","http://www.tahhsin.com.tw","","會議簡報依規定揭露「公開資訊觀測站」","查詢"
"1316","上曜","110/06/24","14:30","線上法說會","本公司受邀參加元大證券舉辦之產業座談會，報告本公司本公司受邀參加元大證券舉辦之產業座談會，報告本公司營運狀營運狀況及未來展望。","131620210624M001.pdf","131620210624E001.pdf","","","相關資訊依規定揭露於「公開資訊觀測站」及公司網站。","查詢"
"1316","上曜","110/03/26","15:00","台南市安平區永華路二段248號18樓之7(本公司永華會議室)","本公司自辦之產業座談會","131620210326M001.pptx","131620210326E001.pdf","",中文影音檔網址:1316_10_20210326_ch.mp4 ,"無","查詢"
"1316","上曜","110/10/20","14:30","線上法人說明會","本公司受邀參加凱基證券與IR Trust共同舉辦之「2021房市風向指標線上研討會」","131620211020M001.pdf","131620211020E001.pdf","","","完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"1316","上曜","110/12/30","14:30","線上法說會","本公司受邀參加台中銀證券舉辦之線上法人說明會","131620211230M001.pdf","131620211230E001.pdf","","","完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。","查詢"
"1319","東陽","110/07/09","15:15","以線上形式參與","(1).公司與集團基本介紹
(2).近期營收與獲利狀況","131920210708M001.pdf","131920210708E001.pdf","http://www.tyg.com.tw","","無","查詢"
"1321","大洋","110/08/23","16:00","臺灣證&#21173;交易所資訊展示中心(台北信義區信義路
5段7號1樓)","公司簡介、2021年事業部營運情形、2021Q2
經營績效、投資收益。","132120210820M001.pptx","132120210820E001.pptx","http://www.opc.com.tw",同步收看網址：:https://webpro.twse.com.tw/webportal/vod/101/8D6F2E542450-0374D5BF-03F2-11EC-8349/?categoryId=101 ,"無","查詢"
"1323","永裕","110/11/17","14:30","線上法人說明會","公司受邀參加凱基證券公司所舉辦之上市公司法人說明會，說明本公司營運展望與經營績效。","132320211117M001.pptx","132320211117E001.pptx","http://www.yonyu.com.tw/yonyu/ir05.php",同步收看網址：:https://kgi.webex.com/kgi-tc/onstage/g.php?MTID=e84c323454274a4ce41eaaf4faa88c1b2 ,"內容檔案於當日會後公告於公開資訊觀測站。連線方式請詳公司網站說明。","查詢"
"1324","地球","110/04/09","14:30","台北市忠孝西路一段6號7樓 B會議室。","公司簡介及營運概況等說明。","132420210409M001.pdf","132420210409E001.pdf","http://www.globetape.com/tw/invest.html#","","無。","查詢"
"1325","恆大","110/12/17","14:30","台北巿信義區信義路五段7號1樓(證交所資訊展示中心)","公司簡介及營運概況等說明","132520211216M001.pdf","132520211216E001.pdf","http://www.uk.com.tw",法說會影音連結資訊:https://webpro.twse.com.tw/webportal/vod/101/4BD2D13C59D8-622F8B75-5F09-11EC-AC2A/?categoryId=101 ,"無","查詢"
